EA_ID,Rtn_Type,Site_Name,Parameter,Unit,CAS,Site_Name,Mon_Point,Smpl_By,Mon_Date,Value,Smpl_Ref,Comments
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,Derived,17-12-2015T15:03:00,9.23,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,Enitial,17-12-2015T14:53:00,11.9,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,Enitial,17-12-2015T14:53:00,0,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG014WM,Enitial,17-12-2015T14:47:00,13.64,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG014WM,Enitial,17-12-2015T14:47:00,33.89,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG014WM,Enitial,17-12-2015T14:47:00,13.15,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG014WM,Derived,17-12-2015T14:47:00,20.74,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,Enitial,17-12-2015T14:45:00,3.95,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,Enitial,17-12-2015T14:45:00,33.57,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,Enitial,17-12-2015T14:45:00,0.78,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,Derived,17-12-2015T14:45:00,32.79,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,Enitial,17-12-2015T14:30:00,11.5,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,Enitial,17-12-2015T14:30:00,0,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,Enitial,17-12-2015T14:11:00,17.01,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,Enitial,17-12-2015T14:11:00,31.61,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,Enitial,17-12-2015T14:11:00,14.14,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,Derived,17-12-2015T14:11:00,17.47,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,Enitial,17-12-2015T14:09:00,38.75,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,Enitial,17-12-2015T14:09:00,30.9,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,Enitial,17-12-2015T14:09:00,20.68,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,Derived,17-12-2015T14:09:00,10.22,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,Enitial,17-12-2015T13:59:00,11.5,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,Enitial,17-12-2015T13:59:00,0,,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,Enitial,17-12-2015T13:50:00,11.3,,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,Enitial,17-12-2015T13:50:00,0,,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,Enitial,17-12-2015T13:48:00,11.5,,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,Enitial,17-12-2015T13:48:00,0,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,Enitial,17-12-2015T12:58:00,11.9,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,Enitial,17-12-2015T12:58:00,0,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,Enitial,17-12-2015T12:41:00,11.7,,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,Enitial,17-12-2015T12:41:00,0,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,17-12-2015T12:28:00,26.13,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,17-12-2015T12:28:00,22.49,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,17-12-2015T12:28:00,12.05,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Derived,17-12-2015T12:28:00,10.44,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,17-12-2015T12:21:00,12.66,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,17-12-2015T12:21:00,22.88,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,17-12-2015T12:21:00,11.63,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Derived,17-12-2015T12:21:00,11.25,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,17-12-2015T12:07:00,9.39,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,17-12-2015T12:07:00,33.03,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,17-12-2015T12:07:00,5.59,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Derived,17-12-2015T12:07:00,27.44,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,17-12-2015T12:05:00,31.25,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,17-12-2015T12:05:00,33.14,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,17-12-2015T12:05:00,22.11,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Derived,17-12-2015T12:05:00,11.03,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,17-12-2015T11:35:00,15.56,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,17-12-2015T11:35:00,38.82,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,17-12-2015T11:35:00,7.64,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Derived,17-12-2015T11:35:00,31.18,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,17-12-2015T11:33:00,45.25,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,17-12-2015T11:33:00,41.95,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,17-12-2015T11:33:00,30.69,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Derived,17-12-2015T11:33:00,11.26,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB1,Enitial,17-12-2015T10:44:00,28.36,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB2,Enitial,17-12-2015T10:44:00,28.75,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB3,Enitial,17-12-2015T10:44:00,28.89,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB4,Enitial,17-12-2015T10:44:00,28.8,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3a,Enitial,17-12-2015T10:44:00,27.69,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3b,Enitial,17-12-2015T10:44:00,27.28,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1a,Enitial,17-12-2015T10:44:00,28.08,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1b,Enitial,17-12-2015T10:44:00,26.38,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP2,Enitial,17-12-2015T10:44:00,22.19,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4a,Enitial,17-12-2015T10:44:00,27.86,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4b,Enitial,17-12-2015T10:44:00,27.65,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB1,Enitial,17-12-2015T10:44:00,1.24,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB2,Enitial,17-12-2015T10:44:00,1.61,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB3,Enitial,17-12-2015T10:44:00,1.3,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB4,Enitial,17-12-2015T10:44:00,1.32,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3a,Enitial,17-12-2015T10:44:00,0.01,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3b,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1a,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1b,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP2,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4a,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4b,Enitial,17-12-2015T10:44:00,0,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB1,Enitial,17-12-2015T10:44:00,49.78,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB2,Enitial,17-12-2015T10:44:00,45.08,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB3,Enitial,17-12-2015T10:44:00,44.72,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGAB4,Enitial,17-12-2015T10:44:00,44.34,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3a,Enitial,17-12-2015T10:44:00,44.65,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP3b,Enitial,17-12-2015T10:44:00,44.82,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1a,Enitial,17-12-2015T10:44:00,47.59,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP1b,Enitial,17-12-2015T10:44:00,49.17,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP2,Enitial,17-12-2015T10:44:00,43.92,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4a,Enitial,17-12-2015T10:44:00,44.34,,
BK9377IZ,EPR/IED Leachate level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGMP4b,Enitial,17-12-2015T10:44:00,44.61,,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,ALS,17-12-2015T00:00:00,<0.41,15023787,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,ALS,17-12-2015T00:00:00,<0.41,15023788,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,<0.41,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,ALS,17-12-2015T00:00:00,<0.41,15023790,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,0.85,15023791,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,ALS,17-12-2015T00:00:00,<0.41,15023793,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,ALS,17-12-2015T00:00:00,<0.41,15023794,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,<1,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,<1,15023791,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,ALS,17-12-2015T00:00:00,23,15023787,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,ALS,17-12-2015T00:00:00,22.7,15023788,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,17.3,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,ALS,17-12-2015T00:00:00,21.5,15023790,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,12.4,15023791,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,ALS,17-12-2015T00:00:00,23.9,15023793,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,ALS,17-12-2015T00:00:00,23.1,15023794,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,ALS,17-12-2015T00:00:00,960,15023787,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,ALS,17-12-2015T00:00:00,948,15023788,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,550,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,ALS,17-12-2015T00:00:00,944,15023790,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,748,15023791,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,ALS,17-12-2015T00:00:00,512,15023793,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,ALS,17-12-2015T00:00:00,519,15023794,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,ALS,17-12-2015T00:00:00,3.3,15023787,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,ALS,17-12-2015T00:00:00,3.2,15023788,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,7.7,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,ALS,17-12-2015T00:00:00,3.4,15023790,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,3.7,15023791,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,ALS,17-12-2015T00:00:00,8.4,15023793,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,ALS,17-12-2015T00:00:00,8.5,15023794,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 1,ALS,17-12-2015T00:00:00,4,15023787,
BK9377IZ,EPR/IED Leachate quality return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG LGN 2,ALS,17-12-2015T00:00:00,2,15023788,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 1,ALS,17-12-2015T00:00:00,28,15023789,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 2,ALS,17-12-2015T00:00:00,3,15023790,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG SW Dis 3,ALS,17-12-2015T00:00:00,3,15023791,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDDS,ALS,17-12-2015T00:00:00,11,15023793,
BK9377IZ,EPR/IED Surface Water emissions return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TGPIDUS,ALS,17-12-2015T00:00:00,10,15023794,
BK9377IZ,EPR/IED Landfill Gas Perimeter,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG036GM,Enitial,16-12-2015T15:40:00,1016,,
