EA_ID,Rtn_Type,Site_Name,Parameter,Unit,Mon_Point,Mon_Date,Value
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T13:59:00,11.5
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T13:59:00,0
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T13:50:00,11.3
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T13:50:00,0
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T13:48:00,11.5
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T13:48:00,0
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T12:58:00,11.9
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T12:58:00,0
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T12:41:00,11.7
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T12:41:00,0
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG015WM,17-12-2015T12:28:00,26.13
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG015WM,17-12-2015T12:28:00,22.49
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG015WM,17-12-2015T12:28:00,12.05
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG015WM,17-12-2015T12:28:00,10.44
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG007WM,17-12-2015T12:21:00,12.66
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG007WM,17-12-2015T12:21:00,22.88
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG007WM,17-12-2015T12:21:00,11.63
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG007WM,17-12-2015T12:21:00,11.25
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG008WM,17-12-2015T12:07:00,9.39
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG008WM,17-12-2015T12:07:00,33.03
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG008WM,17-12-2015T12:07:00,5.59
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG008WM,17-12-2015T12:07:00,27.44
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG016WM,17-12-2015T12:05:00,31.25
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG016WM,17-12-2015T12:05:00,33.14
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG016WM,17-12-2015T12:05:00,22.11
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG016WM,17-12-2015T12:05:00,11.03
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG004WM,17-12-2015T11:35:00,15.56
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG004WM,17-12-2015T11:35:00,38.82
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG004WM,17-12-2015T11:35:00,7.64
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG004WM,17-12-2015T11:35:00,31.18
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG012WM,17-12-2015T11:33:00,45.25
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG012WM,17-12-2015T11:33:00,41.95
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG012WM,17-12-2015T11:33:00,30.69
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG012WM,17-12-2015T11:33:00,11.26
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB1,17-12-2015T10:44:00,28.36
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB2,17-12-2015T10:44:00,28.75
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB3,17-12-2015T10:44:00,28.89
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB4,17-12-2015T10:44:00,28.8
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3a,17-12-2015T10:44:00,27.69
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3b,17-12-2015T10:44:00,27.28
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1a,17-12-2015T10:44:00,28.08
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1b,17-12-2015T10:44:00,26.38
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP2,17-12-2015T10:44:00,22.19
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4a,17-12-2015T10:44:00,27.86
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4b,17-12-2015T10:44:00,27.65
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB1,17-12-2015T10:44:00,1.24
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB2,17-12-2015T10:44:00,1.61
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB3,17-12-2015T10:44:00,1.3
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB4,17-12-2015T10:44:00,1.32
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3a,17-12-2015T10:44:00,0.01
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3b,17-12-2015T10:44:00,0
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1a,17-12-2015T10:44:00,0
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1b,17-12-2015T10:44:00,0
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP2,17-12-2015T10:44:00,0
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4a,17-12-2015T10:44:00,0
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4b,17-12-2015T10:44:00,0
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB1,17-12-2015T10:44:00,49.78
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB2,17-12-2015T10:44:00,45.08
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB3,17-12-2015T10:44:00,44.72
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGAB4,17-12-2015T10:44:00,44.34
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3a,17-12-2015T10:44:00,44.65
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP3b,17-12-2015T10:44:00,44.82
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1a,17-12-2015T10:44:00,47.59
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP1b,17-12-2015T10:44:00,49.17
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP2,17-12-2015T10:44:00,43.92
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4a,17-12-2015T10:44:00,44.34
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGMP4b,17-12-2015T10:44:00,44.61
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T00:00:00,<0.41
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T00:00:00,<0.41
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,<0.41
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T00:00:00,<0.41
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,0.85
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T00:00:00,<0.41
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T00:00:00,<0.41
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,<1
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,<1
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T00:00:00,23
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T00:00:00,22.7
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,17.3
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T00:00:00,21.5
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,12.4
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T00:00:00,23.9
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T00:00:00,23.1
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T00:00:00,960
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T00:00:00,948
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,550
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T00:00:00,944
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,748
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T00:00:00,512
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T00:00:00,519
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T00:00:00,3.3
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T00:00:00,3.2
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,7.7
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T00:00:00,3.4
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,3.7
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T00:00:00,8.4
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T00:00:00,8.5
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 1,17-12-2015T00:00:00,4
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG LGN 2,17-12-2015T00:00:00,2
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 1,17-12-2015T00:00:00,28
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 2,17-12-2015T00:00:00,3
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG SW Dis 3,17-12-2015T00:00:00,3
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDDS,17-12-2015T00:00:00,11
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TGPIDUS,17-12-2015T00:00:00,10
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG036GM,16-12-2015T15:40:00,1016
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG036GM,16-12-2015T15:40:00,0.3
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG036GM,16-12-2015T15:40:00,0
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG036GM,16-12-2015T15:40:00,21.1
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG036GM,16-12-2015T15:40:00,-0.03
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG037GM,16-12-2015T15:34:00,1016
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG037GM,16-12-2015T15:34:00,10
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG037GM,16-12-2015T15:34:00,1.2
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG037GM,16-12-2015T15:34:00,6.4
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG037GM,16-12-2015T15:34:00,-0.02
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG38AGM,16-12-2015T15:31:00,1016
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG38AGM,16-12-2015T15:31:00,0
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG38AGM,16-12-2015T15:31:00,0
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG38AGM,16-12-2015T15:31:00,21.2
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG38AGM,16-12-2015T15:31:00,0.26
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG39AGM,16-12-2015T15:29:00,1016
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG39AGM,16-12-2015T15:29:00,10.9
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG39AGM,16-12-2015T15:29:00,0
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG39AGM,16-12-2015T15:29:00,8.6
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG39AGM,16-12-2015T15:29:00,0.17
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG040GM,16-12-2015T15:26:00,1016
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG040GM,16-12-2015T15:26:00,0.2
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG040GM,16-12-2015T15:26:00,0
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG040GM,16-12-2015T15:26:00,20.9
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG040GM,16-12-2015T15:26:00,0
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG041GM,16-12-2015T15:24:00,1016
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG041GM,16-12-2015T15:24:00,9.4
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG041GM,16-12-2015T15:24:00,1.2
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG041GM,16-12-2015T15:24:00,17.1
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG041GM,16-12-2015T15:24:00,0.15
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG042GM,16-12-2015T15:21:00,1016
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG042GM,16-12-2015T15:21:00,0.9
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG042GM,16-12-2015T15:21:00,0
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG042GM,16-12-2015T15:21:00,21
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG042GM,16-12-2015T15:21:00,-0.01
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43bGM,16-12-2015T15:19:00,1016
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43bGM,16-12-2015T15:19:00,0.1
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43bGM,16-12-2015T15:19:00,0
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43bGM,16-12-2015T15:19:00,21.2
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43bGM,16-12-2015T15:19:00,0.17
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43aGM,16-12-2015T15:17:00,1016
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43aGM,16-12-2015T15:17:00,0.1
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43aGM,16-12-2015T15:17:00,0
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43aGM,16-12-2015T15:17:00,21.3
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG43aGM,16-12-2015T15:17:00,-0.01
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG044GM,16-12-2015T15:15:00,1017
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG044GM,16-12-2015T15:15:00,8.6
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG044GM,16-12-2015T15:15:00,0
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG044GM,16-12-2015T15:15:00,17.9
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG044GM,16-12-2015T15:15:00,2.97
AA9999AA,Methane capped surfaces,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG045GM,16-12-2015T15:12:00,1016
AA9999AA,Landfill gas borehole,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG045GM,16-12-2015T15:12:00,1.3
AA9999AA,Landfill gas engine,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG045GM,16-12-2015T15:12:00,0
AA9999AA,Landfill gas flare,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG045GM,16-12-2015T15:12:00,20.8
AA9999AA,Emissions to sewer,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG045GM,16-12-2015T15:12:00,-0.01
AA9999AA,Ambient air quality,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG046GM,16-12-2015T15:08:00,1016
AA9999AA,Air point source emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG046GM,16-12-2015T15:08:00,7.6
AA9999AA,Tankered emissions,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG046GM,16-12-2015T15:08:00,0.5
AA9999AA,Landfill annual monitoring report,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG046GM,16-12-2015T15:08:00,14.5
AA9999AA,Landfill leachate monitoring,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG046GM,16-12-2015T15:08:00,4.09
AA9999AA,Emissions to surface water,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG047GM,16-12-2015T15:03:00,1016
AA9999AA,Emissions to groundwater,Test Site,"1,1,1,2-Tetrafluoroethane",%,TG047GM,16-12-2015T15:03:00,0.5
